sku,fields.weight.value,fields.package_height,fields.package_width.value,fields.package_length.value,fields.height.value,fields.width.value,fields.length.value,fields.package_weight.value,fields.abn_size,fields.target_color,fields.frame_color,fields.color,fields.size
OP5002-OR-2-TAG,42.9,21,42.9,37.8,37.8,34.3,29.5,6.5,,Orange,Orange,Orange,
OP5002-PB-2-TAG,42.9,21,42.9,37.8,37.8,34.3,29.5,6.5,,Blue,Blue,Pacific Blue,
OP5002-RD-2-TAG,42.9,21,42.9,37.8,37.8,34.3,29.5,6.5,,Red,Red,Red,
OP5002-SD-2-TAG,42.9,21,42.9,37.8,37.8,34.3,29.5,6.5,,,Beige,Sand,
OP5002-TK-2-TAG,42.9,21,42.9,37.8,37.8,34.3,29.5,6.5,,Blue,beige,Teak,
OP5002-TQ-2-TAG,42.9,21,42.9,37.8,37.8,34.3,29.5,6.5,,Blue,Blue,Turquoise,
OP5002-WH-2-TAG,42.9,21,42.9,37.8,37.8,34.3,29.5,6.5,,White,White,White,
OP5002-WW-2-TAG,42.9,21,42.9,37.8,37.8,34.3,29.5,6.5,,Brown,Brown,Weathered Wood,
OP5002-BK-4-TAG,43,21,43,37.8,37.8,34.3,29.5,6.5,,Black,Black,Black,
OP5002-DB-4-TAG,43,21,43,37.8,37.8,34.3,29.5,6.5,,Brown,Brown,Dark Brown,
OP5002-DG-4-TAG,43,21,43,37.8,37.8,34.3,29.5,6.5,,Green,Green,Dark Green,
OP5002-GY-4-TAG,43,21,43,37.8,37.8,34.3,29.5,6.5,,Gray,Gray,Gray,
OP5002-LM-4-TAG,43,21,43,37.8,37.8,34.3,29.5,6.5,,Yellow,Yellow,Lime,
OP5002-NB-4-TAG,43,21,43,37.8,37.8,34.3,29.5,6.5,,Blue,Blue,Navy Blue,
OP5002-OR-4-TAG,43,21,43,37.8,37.8,34.3,29.5,6.5,,Orange,Orange,Orange,
OP5002-PB-4-TAG,43,21,43,37.8,37.8,34.3,29.5,6.5,,Blue,Blue,Pacific Blue,
OP5002-RD-4-TAG,43,21,43,37.8,37.8,34.3,29.5,6.5,,Red,Red,Red,
OP5002-SD-4-TAG,43,21,43,37.8,37.8,34.3,29.5,6.5,,,Beige,Sand,
OP5002-TK-4-TAG,43,21,43,37.8,37.8,34.3,29.5,6.5,,Blue,beige,Teak,
OP5002-TQ-4-TAG,43,21,43,37.8,37.8,34.3,29.5,6.5,,Blue,Blue,Turquoise,
OP5002-WH-4-TAG,43,21,43,37.8,37.8,34.3,29.5,6.5,,White,White,White,
OP5002-WW-4-TAG,43,21,43,37.8,37.8,34.3,29.5,6.5,,Brown,Brown,Weathered Wood,
2001-RC-BK4-TAG,38.5,35,38.5,35,35,33.3,29.5,21,,Black,Black,Black ,4pcs
2001-RC-DKBR4-TAG,38.5,35,38.5,35,35,33.3,29.5,21,,Brown,Brown,Dark Brown,4pcs
2001-RC-DKGR4-TAG,38.5,35,38.5,35,35,33.3,29.5,21,,Green,Green,Dark Green,4pcs
2001-RC-GY4-TAG,38.5,35,38.5,35,35,33.3,29.5,21,,Gray,Gray,Gray,4pcs
2001-RC-LM4-TAG,38.5,35,38.5,35,35,33.3,29.5,21,,Yellow,Yellow,Lime,4pcs
2001-RC-NB4-TAG,38.5,35,38.5,35,35,33.3,29.5,21,,Blue,Blue,Navy Blue,4pcs
2001-RC-OR4-TAG,38.5,35,38.5,35,35,33.3,29.5,21,,Orange,Orange,Orange,4pcs
2001-RC-PB4-TAG,38.5,35,38.5,35,35,33.3,29.5,21,,Blue,Blue,Pacific Blue,4pcs
2001-RC-RD4-TAG,38.5,35,38.5,35,35,33.3,29.5,21,,Red,Red,Red,4pcs
2001-RC-TQ4-TAG,38.5,35,38.5,35,35,33.3,29.5,21,,Blue,Blue,Turquoise,4pcs
2001-RC-WH4-TAG,38.5,35,38.5,35,35,33.3,29.5,21,,White,White,White,4pcs
2001-RC-WW4-TAG,38.5,35,38.5,35,35,33.3,29.5,21,,Brown,Brown,Weathered Wood,4pcs
2001-RC-SD4-TAG,38.5,35,38.5,35,35,33.3,29.5,21,,,Beige,Sand,4pcs
2001-RC-TK4-TAG,38.5,35,38.5,35,35,33.3,29.5,21,,Blue,beige,Teak,4pcs
2001-RC-WW-TAG,41,22,41,35,35,21.65,33.26,34,,Brown,Brown,Weathered Wood,1pcs
2001-RC-BK2-TAG,82,22,82,35,35,21.65,33.26,34,,Black,Black,Black ,2pcs
2001-RC-DKBR2-TAG,82,22,82,35,35,21.65,33.26,34,,Brown,Brown,Dark Brown,2pcs
2001-RC-DKGR2-TAG,82,22,82,35,35,21.65,33.26,34,,Green,Green,Dark Green,2pcs
2001-RC-GY2-TAG,82,22,82,35,35,21.65,33.26,34,,Gray,Gray,Gray,2pcs
2001-RC-LM2-TAG,82,22,82,35,35,21.65,33.26,34,,Yellow,Yellow,Lime,2pcs
2001-RC-NB2-TAG,82,22,82,35,35,21.65,33.26,34,,Blue,Blue,Navy Blue,2pcs
2001-RC-OR2-TAG,82,22,82,35,35,21.65,33.26,34,,Orange,Orange,Orange,2pcs
2001-RC-PB2-TAG,82,22,82,35,35,21.65,33.26,34,,Blue,Blue,Pacific Blue,2pcs
2001-RC-RD2-TAG,82,22,82,35,35,21.65,33.26,34,,Red,Red,Red,2pcs
2001-RC-TQ2-TAG,82,22,82,35,35,21.65,33.26,34,,Blue,Blue,Turquoise,2pcs
2001-RC-WH2-TAG,82,22,82,35,35,21.65,33.26,34,,White,White,White,2pcs
2001-RC-WW2-TAG,82,22,82,35,35,21.65,33.26,34,,Brown,Brown,Weathered Wood,2pcs
2001-RC-SD2-TAG,82,22,82,35,35,21.65,33.26,34,,,beige,Sand,2pcs
2001-RC-TK2-TAG,82,22,82,35,35,21.65,33.26,34,,Blue,beige,Teak,2pcs
2001-RC-BK-TAG,41,22,41,35,35,21.65,33.26,34,,Black,Black,Black ,1pc
2001-RC-DKBR-TAG,41,22,41,35,35,21.65,33.26,34,,Brown,Brown,Dark Brown,1pc
2001-RC-DKGR-TAG,41,22,41,35,35,21.65,33.26,34,,Green,Green,Dark Green,1pc
2001-RC-GY-TAG,41,22,41,35,35,21.65,33.26,34,,Gray,Gray,Gray,1pc
2001-RC-LM-TAG,41,22,41,35,35,21.65,33.26,34,,Green,Green,Lime,1pc
2001-RC-NB-TAG,41,22,41,35,35,21.65,33.26,34,,Blue,Blue,Navy Blue,1pc
2001-RC-OR-TAG,41,22,41,35,35,21.65,33.26,34,,Orange,Orange,Orange,1pc
2001-RC-PB-TAG,41,22,41,35,35,21.65,33.26,34,,Blue,Blue,Pacific Blue,1pc
2001-RC-RD-TAG,41,22,41,35,35,21.65,33.26,34,,Red,Red,Red,1pc
2001-RC-TQ-TAG,41,22,41,35,35,21.65,33.26,34,,Blue,Blue,Turquoise,1pc
2001-RC-WH-TAG,41,22,41,35,35,21.65,33.26,34,,White,White,White,1pc
2001-RC-SD-TAG,41,22,41,35,35,21.65,33.26,34,,,Beige,Sand,1pc
2001-RC-TK-TAG,41,22,41,35,35,21.65,33.26,34,,Beige,beige,Teak,1pc
OP5007-BK-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Black,Black,Black,
OP5007-CG-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Gray,Gray,Charcoal Gray,
OP5007-NB-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,,Blue,Navy,
OP5007-TK-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Blue,beige,Teak,
OP5007-TP-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,,Beige,Taupe,
OP5007-WG-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Gray,Gray,Weathered Gray,
OP5007-WH-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,White,White,White,
OP5005-BK-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Black,Black,Black,
OP5005-CG-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Gray,Gray,Charcoal Gray,
OP5005-NB-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,,Blue,Navy,
OP5005-TK-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Blue,beige,Teak,
OP5005-TP-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,,Beige,Taupe,
OP5005-WG-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Gray,Gray,Weathered Gray,
OP5005-WH-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,White,White,White,
2001-RC-ST-BK-TAG,53,35,53,35,35,33.3,29.5,21,,Black,Black,Black,
2001-RC-ST-DKBR-TAG,53,35,53,35,35,33.3,29.5,21,,Brown,Brown,Dark Brown,
2001-RC-ST-DKGR-TAG,53,35,53,35,35,33.3,29.5,21,,Green,Green,Dark Green,
2001-RC-ST-GY-TAG,53,35,53,35,35,33.3,29.5,21,,Gray,Gray,Gray,
2001-RC-ST-LM-TAG,53,35,53,35,35,33.3,29.5,21,,Yellow,Yellow,Lime,
2001-RC-ST-NB-TAG,53,35,53,35,35,33.3,29.5,21,,Blue,Blue,Navy Blue,
2001-RC-ST-OR-TAG,53,35,53,35,35,33.3,29.5,21,,Orange,Orange,Orange,
2001-RC-ST-PB-TAG,53,35,53,35,35,33.3,29.5,21,,Blue,Blue,Pacific Blue,
2001-RC-ST-RD-TAG,53,35,53,35,35,33.3,29.5,21,,Red,Red,Red,
2001-RC-ST-TQ-TAG,53,35,53,35,35,33.3,29.5,21,,Blue,Blue,Turquoise,
2001-RC-ST-WH-TAG,53,35,53,35,35,33.3,29.5,21,,White,White,White,
2001-RC-ST-WW-TAG,53,35,53,35,35,33.3,29.5,21,,Brown,Brown,Weathered Wood,
2001-RC-ST-SD-TAG,53,35,53,35,35,33.3,29.5,21,,,Beige,Sand,
2001-RC-ST-TK-TAG,53,35,53,35,35,33.3,29.5,21,,Blue,beige,Teak,
OP5001-BK3-TAG,96.5,21,96.5,41.7,41.7,33.9,25.2,4,,Black,Black,Black,
OP5001-DB3-TAG,96.5,21,96.5,41.7,41.7,33.9,25.2,4,,Brown,Brown,Dark Brown,
OP5001-DG3-TAG,96.5,21,96.5,41.7,41.7,33.9,25.2,4,,Green,Green,Dark Green,
OP5001-GY3-TAG,96.5,21,96.5,41.7,41.7,33.9,25.2,4,,Gray,Gray,Gray,
OP5001-LM3-TAG,96.5,21,96.5,41.7,41.7,33.9,25.2,4,,Green,Green,Lime Green,
OP5001-NB3-TAG,96.5,21,96.5,41.7,41.7,33.9,25.2,4,,Blue,Blue,Navy Blue,
OP5001-OR3-TAG,96.5,21,96.5,41.7,41.7,33.9,25.2,4,,Orange,Orange,Orange,
OP5001-PB3-TAG,96.5,21,96.5,41.7,41.7,33.9,25.2,4,,Blue,Blue,Pacific Blue,
OP5001-RD3-TAG,96.5,21,96.5,41.7,41.7,33.9,25.2,4,,Red,Red,Red,
OP5001-TQ3-TAG,96.5,21,96.5,41.7,41.7,33.9,25.2,4,,Blue,Blue,Turquoise,
OP5001-WH3-TAG,96.5,21,96.5,41.7,41.7,33.9,25.2,4,,White,White,White,
OP5001-WW3-TAG,96.5,21,96.5,41.7,41.7,33.9,25.2,4,,Brown,Brown,Weathered Wood,
OP5002-BK-3-TAG,126,36.5,126,37.8,37.8,34.3,29.5,21,,Black,Black,Black,
OP5002-DB-3-TAG,126,36.5,126,37.8,37.8,34.3,29.5,21,,Brown,Brown,Dark Brown,
OP5002-DG-3-TAG,126,36.5,126,37.8,37.8,34.3,29.5,21,,Green,Green,Dark Green,
OP5002-GY-3-TAG,126,36.5,126,37.8,37.8,34.3,29.5,21,,Gray,Gray,Gray,
OP5002-LM-3-TAG,126,36.5,126,37.8,37.8,34.3,29.5,21,,Yellow,Yellow,Lime,
OP5002-NB-3-TAG,126,36.5,126,37.8,37.8,34.3,29.5,21,,Blue,Blue,Navy Blue,
OP5002-OR-3-TAG,126,36.5,126,37.8,37.8,34.3,29.5,21,,Orange,Orange,Orange,
OP5002-PB-3-TAG,126,36.5,126,37.8,37.8,34.3,29.5,21,,Blue,Blue,Pacific Blue,
OP5002-RD-3-TAG,126,36.5,126,37.8,37.8,34.3,29.5,21,,Red,Red,Red,
OP5002-SD-3-TAG,126,36.5,126,37.8,37.8,34.3,29.5,21,,,Beige,Sand,
OP5002-TK-3-TAG,126,36.5,126,37.8,37.8,34.3,29.5,21,,Blue,beige,Teak,
OP5002-TQ-3-TAG,126,36.5,126,37.8,37.8,34.3,29.5,21,,Blue,Blue,Turquoise,
OP5002-WH-3-TAG,126,36.5,126,37.8,37.8,34.3,29.5,21,,White,White,White,
OP5002-WW-3-TAG,126,36.5,126,37.8,37.8,34.3,29.5,21,,Brown,Brown,Weathered Wood,
2001-RC-BK3-TAG,40.7,22,40.7,35,35,21.65,33.26,34,,Black,Black,Black,
2001-RC-DKBR3-TAG,40.7,22,40.7,35,35,21.65,33.26,34,,Brown,Brown,Dark Brown,
2001-RC-DKGR3-TAG,40.7,22,40.7,35,35,21.65,33.26,34,,Green,Green,Dark Green,
2001-RC-GY3-TAG,40.7,22,40.7,35,35,21.65,33.26,34,,Gray,Gray,Gray,
2001-RC-LM3-TAG,40.7,22,40.7,35,35,21.65,33.26,34,,Yellow,Yellow,Lime,
2001-RC-NB3-TAG,40.7,22,40.7,35,35,21.65,33.26,34,,Blue,Blue,Navy Blue,
2001-RC-OR3-TAG,40.7,22,40.7,35,35,21.65,33.26,34,,Orange,Orange,Orange,
2001-RC-PB3-TAG,40.7,22,40.7,35,35,21.65,33.26,34,,Blue,Blue,Pacific Blue,
2001-RC-RD3-TAG,40.7,22,40.7,35,35,21.65,33.26,34,,Red,Red,Red,
2001-RC-TQ3-TAG,40.7,22,40.7,35,35,21.65,33.26,34,,Blue,Blue,Turquoise,
2001-RC-WH3-TAG,40.7,22,40.7,35,35,21.65,33.26,34,,White,White,White,
2001-RC-WW3-TAG,40.7,22,40.7,35,35,21.65,33.26,34,,Brown,Brown,Weathered Wood,
2001-RC-SD3-TAG,40.7,22,40.7,35,35,21.65,33.26,34,,,Beige,Sand,
2001-RC-TK3-TAG,40.7,22,40.7,35,35,21.65,33.26,34,,Blue,beige,Teak,
OP5008-BK-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Black,Black,Black,
OP5008-CG-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Gray,Gray,Charcoal Gray,
OP5008-NB-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,,Blue,Navy,
OP5008-TK-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Blue,beige,Teak,
OP5008-TP-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,,beige,Taupe,
OP5008-WG-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Gray,Gray,Weathered Gray,
OP5008-WH-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,White,White,White,
OP5006-BK-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Black,Black,Black,
OP5006-CG-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Gray,Gray,Charcoal Gray,
OP5006-NB-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,,Blue,Navy,
OP5006-TK-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Blue,beige,Teak,
OP5006-TP-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,,beige,Taupe,
OP5006-WG-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,Gray,Gray,Weathered Gray,
OP5006-WH-TAG,45.6,39,45.6,40.1,40.1,39.5,31.75,7,,White,White,White,
OP3010-BK-TAG,230,48,230,29.5,29.5,47,47,48.5,,Black,,Black,
OP3010-DB-TAG,230,48,230,29.5,29.5,47,47,48.5,,Brown,,Dark Brown,
OP3010-DG-TAG,230,48,230,29.5,29.5,47,47,48.5,,Green,,Dark Green,
OP3010-GY-TAG,230,48,230,29.5,29.5,47,47,48.5,,Gray,,Gray,
OP3010-NB-TAG,230,48,230,29.5,29.5,47,47,48.5,,Blue,,Navy Blue,
OP3010-SD-TAG,230,48,230,29.5,29.5,47,47,48.5,,,,Sand,
OP3010-TK-TAG,230,48,230,29.5,29.5,47,47,48.5,,Blue,beige,Teak,
OP3010-TQ-TAG,230,48,230,29.5,29.5,47,47,48.5,,Blue,,Turquoise,
OP3010-WH-TAG,230,48,230,29.5,29.5,47,47,48.5,,White,,White,
OP3010-WW-TAG,230,48,230,29.5,29.5,47,47,48.5,,Brown,,Weathered Wood,
OP3014-BK-TAG,236,48,236,29.5,29.5,47,47,48.5,,Black,,Black,
OP3014-DB-TAG,236,48,236,29.5,29.5,47,47,48.5,,Brown,,Dark Brown,
OP3014-DG-TAG,236,48,236,29.5,29.5,47,47,48.5,,Green,,Dark Green,
OP3014-GY-TAG,236,48,236,29.5,29.5,47,47,48.5,,Gray,,Gray,
OP3014-NB-TAG,236,48,236,29.5,29.5,47,47,48.5,,Blue,,Navy Blue,
OP3014-SD-TAG,236,48,236,29.5,29.5,47,47,48.5,,,,Sand,
OP3014-TK-TAG,236,48,236,29.5,29.5,47,47,48.5,,Blue,beige,Teak,
OP3014-TQ-TAG,236,48,236,29.5,29.5,47,47,48.5,,Blue,,Turquoise,
OP3014-WH-TAG,236,48,236,29.5,29.5,47,47,48.5,,White,,White,
OP3014-WW-TAG,236,48,236,29.5,29.5,47,47,48.5,,Brown,,Weathered Wood,
OP3018-BK-TAG,229,48,229,29.5,29.5,47,47,48.5,,Black,,Black,
OP3018-DB-TAG,229,48,229,29.5,29.5,47,47,48.5,,Brown,,Dark Brown,
OP3018-DG-TAG,229,48,229,29.5,29.5,47,47,48.5,,Green,,Dark Green,
OP3018-GY-TAG,229,48,229,29.5,29.5,47,47,48.5,,Gray,,Gray,
OP3018-NB-TAG,229,48,229,29.5,29.5,47,47,48.5,,Blue,,Navy Blue,
OP3018-SD-TAG,229,48,229,29.5,29.5,47,47,48.5,,,,Sand,
OP3018-TK-TAG,229,48,229,29.5,29.5,47,47,48.5,,Blue,beige,Teak,
OP3018-TQ-TAG,229,48,229,29.5,29.5,47,47,48.5,,Blue,,Turquoise,
OP3018-WH-TAG,229,48,229,29.5,29.5,47,47,48.5,,White,,White,
OP3018-WW-TAG,229,48,229,29.5,29.5,47,47,48.5,,Brown,,Weathered Wood,
OP3001-BK-TAG,212.5,48,212.5,29.5,29.5,47,47,48.5,,Black,,Black,
OP3001-DB-TAG,212.5,48,212.5,29.5,29.5,47,47,48.5,,Brown,,Dark Brown,
OP3001-DG-TAG,212.5,48,212.5,29.5,29.5,47,47,48.5,,Green,,Dark Green,
OP3001-GY-TAG,212.5,48,212.5,29.5,29.5,47,47,48.5,,Gray,,Gray,
OP3001-NB-TAG,212.5,48,212.5,29.5,29.5,47,47,48.5,,Blue,,Navy Blue,
OP3001-SD-TAG,212.5,48,212.5,29.5,29.5,47,47,48.5,,,,Sand,
OP3001-TK-TAG,212.5,48,212.5,29.5,29.5,47,47,48.5,,Blue,beige,Teak,
OP3001-TQ-TAG,212.5,48,212.5,29.5,29.5,47,47,48.5,,Blue,,Turquoise,
OP3001-WH-TAG,212.5,48,212.5,29.5,29.5,47,47,48.5,,White,,White,
OP3001-WW-TAG,212.5,48,212.5,29.5,29.5,47,47,48.5,,Brown,,Weathered Wood,
OP3003-BK-TAG,193,48,193,29.5,29.5,47,47,48.5,,Black,,Black,
OP3003-DB-TAG,193,48,193,29.5,29.5,47,47,48.5,,Brown,,Dark Brown,
OP3003-DG-TAG,193,48,193,29.5,29.5,47,47,48.5,,Green,,Dark Green,
OP3003-GY-TAG,193,48,193,29.5,29.5,47,47,48.5,,Gray,,Gray,
OP3003-NB-TAG,193,48,193,29.5,29.5,47,47,48.5,,Blue,,Navy Blue,
OP3003-SD-TAG,193,48,193,29.5,29.5,47,47,48.5,,,,Sand,
OP3003-TK-TAG,193,48,193,29.5,29.5,47,47,48.5,,Blue,beige,Teak,
OP3003-TQ-TAG,193,48,193,29.5,29.5,47,47,48.5,,Blue,,Turquoise,
OP3003-WH-TAG,193,48,193,29.5,29.5,47,47,48.5,,White,,White,
OP3003-WW-TAG,193,48,193,29.5,29.5,47,47,48.5,,Brown,,Weathered Wood,
OP3002-BK-TAG,208,44,208,29.5,29.5,43,43,44.5,,Black,,Black,
OP3002-DB-TAG,208,44,208,29.5,29.5,43,43,44.5,,Brown,,Dark Brown,
OP3002-DG-TAG,208,44,208,29.5,29.5,43,43,44.5,,Green,,Dark Green,
OP3002-GY-TAG,208,44,208,29.5,29.5,43,43,44.5,,Gray,,Gray,
OP3002-NB-TAG,208,44,208,29.5,29.5,43,43,44.5,,Blue,,Navy Blue,
OP3002-SD-TAG,208,44,208,29.5,29.5,43,43,44.5,,,,Sand,
OP3002-TK-TAG,208,44,208,29.5,29.5,43,43,44.5,,Blue,beige,Teak,
OP3002-TQ-TAG,208,44,208,29.5,29.5,43,43,44.5,,Blue,,Turquoise,
OP3002-WH-TAG,208,44,208,29.5,29.5,43,43,44.5,,White,,White,
OP3002-WW-TAG,208,44,208,29.5,29.5,43,43,44.5,,Brown,,Weathered Wood,
OP3004-BK-TAG,188,44,188,29.5,29.5,43,43,44.5,,Black,,Black,
OP3004-DB-TAG,188,44,188,29.5,29.5,43,43,44.5,,Brown,,Dark Brown,
OP3004-DG-TAG,188,44,188,29.5,29.5,43,43,44.5,,Green,,Dark Green,
OP3004-GY-TAG,188,44,188,29.5,29.5,43,43,44.5,,Gray,,Gray,
OP3004-NB-TAG,188,44,188,29.5,29.5,43,43,44.5,,Blue,,Navy Blue,
OP3004-SD-TAG,188,44,188,29.5,29.5,43,43,44.5,,,,Sand,
OP3004-TK-TAG,188,44,188,29.5,29.5,43,43,44.5,,Blue,beige,Teak,
OP3004-TQ-TAG,188,44,188,29.5,29.5,43,43,44.5,,Blue,,Turquoise,
OP3004-WH-TAG,188,44,188,29.5,29.5,43,43,44.5,,White,,White,
OP3004-WW-TAG,188,44,188,29.5,29.5,43,43,44.5,,Brown,,Weathered Wood,
OP3011-BK-TAG,225,44,225,29.5,29.5,43,43,44.5,,Black,,Black,
OP3011-DB-TAG,225,44,225,29.5,29.5,43,43,44.5,,Brown,,Dark Brown,
OP3011-DG-TAG,225,44,225,29.5,29.5,43,43,44.5,,Green,,Dark Green,
OP3011-GY-TAG,225,44,225,29.5,29.5,43,43,44.5,,Gray,,Gray,
OP3011-NB-TAG,225,44,225,29.5,29.5,43,43,44.5,,Blue,,Navy Blue,
OP3011-SD-TAG,225,44,225,29.5,29.5,43,43,44.5,,,,Sand,
OP3011-TK-TAG,225,44,225,29.5,29.5,43,43,44.5,,Blue,beige,Teak,
OP3011-TQ-TAG,225,44,225,29.5,29.5,43,43,44.5,,Blue,,Turquoise,
OP3011-WH-TAG,225,44,225,29.5,29.5,43,43,44.5,,White,,White,
OP3011-WW-TAG,225,44,225,29.5,29.5,43,43,44.5,,Brown,,Weathered Wood,
OP3015-BK-TAG,232,44,232,29.5,29.5,43,43,44.5,,Black,,Black,
OP3015-DB-TAG,232,44,232,29.5,29.5,43,43,44.5,,Brown,,Dark Brown,
OP3015-DG-TAG,232,44,232,29.5,29.5,43,43,44.5,,Green,,Dark Green,
OP3015-GY-TAG,232,44,232,29.5,29.5,43,43,44.5,,Gray,,Gray,
OP3015-NB-TAG,232,44,232,29.5,29.5,43,43,44.5,,Blue,,Navy Blue,
OP3015-SD-TAG,232,44,232,29.5,29.5,43,43,44.5,,,,Sand,
OP3015-TK-TAG,232,44,232,29.5,29.5,43,43,44.5,,Blue,beige,Teak,
OP3015-TQ-TAG,232,44,232,29.5,29.5,43,43,44.5,,Blue,,Turquoise,
OP3015-WH-TAG,232,44,232,29.5,29.5,43,43,44.5,,White,,White,
OP3015-WW-TAG,232,44,232,29.5,29.5,43,43,44.5,,Brown,,Weathered Wood,
OP3019-BK-TAG,224,44,224,29.5,29.5,43,43,44.5,,Black,,Black,
OP3019-DB-TAG,224,44,224,29.5,29.5,43,43,44.5,,Brown,,Dark Brown,
OP3019-DG-TAG,224,44,224,29.5,29.5,43,43,44.5,,Green,,Dark Green,
OP3019-GY-TAG,224,44,224,29.5,29.5,43,43,44.5,,Gray,,Gray,
OP3019-NB-TAG,224,44,224,29.5,29.5,43,43,44.5,,Blue,,Navy Blue,
OP3019-SD-TAG,224,44,224,29.5,29.5,43,43,44.5,,,,Sand,
OP3019-TK-TAG,224,44,224,29.5,29.5,43,43,44.5,,Blue,beige,Teak,
OP3019-TQ-TAG,224,44,224,29.5,29.5,43,43,44.5,,Blue,,Turquoise,
OP3019-WH-TAG,224,44,224,29.5,29.5,43,43,44.5,,White,,White,
OP3019-WW-TAG,224,44,224,29.5,29.5,43,43,44.5,,Brown,,Weathered Wood,
OP5002-BK-5-TAG,205,21,,37.8,21,36,6,6.5,,Black,,Black,
OP5002-DB-5-TAG,205,21,,37.8,21,36,6,6.5,,Brown,,Dark Brown,
OP5002-DG-5-TAG,205,21,,37.8,21,36,6,6.5,,Green,,Dark Green,
OP5002-GY-5-TAG,205,21,,37.8,21,36,6,6.5,,Gray,,Gray,
OP5002-LM-5-TAG,205,21,,37.8,21,36,6,6.5,,Yellow,,Lime,
OP5002-NB-5-TAG,205,21,,37.8,21,36,6,6.5,,Blue,,Navy Blue,
OP5002-OR-5-TAG,205,21,,37.8,21,36,6,6.5,,Orange,,Orange,
OP5002-PB-5-TAG,205,21,,37.8,21,36,6,6.5,,Blue,,Pacific Blue,
OP5002-RD-5-TAG,205,21,,37.8,21,36,6,6.5,,Red,,Red,
OP5002-SD-5-TAG,205,21,,37.8,21,36,6,6.5,,,,Sand,
OP5002-TK-5-TAG,205,21,,37.8,21,36,6,6.5,,Blue,beige,Teak,
OP5002-TQ-5-TAG,205,21,,37.8,21,36,6,6.5,,Blue,,Turquoise,
OP5002-WH-5-TAG,205,21,,37.8,21,36,6,6.5,,White,,White,
OP5002-WW-5-TAG,205,21,,37.8,21,36,6,6.5,,Brown,,Weathered Wood,
OP3006-BK-TAG,296.5,72,296.5,29.5,29.5,43,43,38.5,,Black,,Black,
OP3006-DB-TAG,296.5,72,296.5,29.5,29.5,43,43,38.5,,Brown,,Dark Brown,
OP3006-DG-TAG,296.5,72,296.5,29.5,29.5,43,43,38.5,,Green,,Dark Green,
OP3006-GY-TAG,296.5,72,296.5,29.5,29.5,43,43,38.5,,Gray,,Gray,
OP3006-NB-TAG,296.5,72,296.5,29.5,29.5,43,43,38.5,,Blue,,Navy Blue,
OP3006-SD-TAG,296.5,72,296.5,29.5,29.5,43,43,38.5,,,,Sand,
OP3006-TK-TAG,296.5,72,296.5,29.5,29.5,43,43,38.5,,Blue,beige,Teak,
OP3006-TQ-TAG,296.5,72,296.5,29.5,29.5,43,43,38.5,,Blue,,Turquoise,
OP3006-WH-TAG,296.5,72,296.5,29.5,29.5,43,43,38.5,,White,,White,
OP3006-WW-TAG,296.5,72,296.5,29.5,29.5,43,43,38.5,,Brown,,Weathered Wood,
OP3005-BK-TAG,276.5,72,276.5,29.5,29.5,43,43,38.5,,Black,,Black,
OP3005-DB-TAG,276.5,72,276.5,29.5,29.5,43,43,38.5,,Brown,,Dark Brown,
OP3005-DG-TAG,276.5,72,276.5,29.5,29.5,43,43,38.5,,Green,,Dark Green,
OP3005-GY-TAG,276.5,72,276.5,29.5,29.5,43,43,38.5,,Gray,,Gray,
OP3005-NB-TAG,276.5,72,276.5,29.5,29.5,43,43,38.5,,Blue,,Navy Blue,
OP3005-SD-TAG,276.5,72,276.5,29.5,29.5,43,43,38.5,,,,Sand,
OP3005-TK-TAG,276.5,72,276.5,29.5,29.5,43,43,38.5,,Blue,beige,Teak,
