sku,fields.weight.value,fields.package_height,fields.package_width.value,fields.package_length.value,fields.height.value,fields.width.value,fields.length.value,fields.package_weight.value,fields.abn_size,fields.target_color,fields.frame_color,fields.color,fields.size
OP132-DB-TAG,350.5,24,37,5,32.75,26.75,35.75,216.5,,Brown,Brown,Dark Brown,
OP132-BK-TAG,350.5,24,37,5,32.75,26.75,35.75,216.5,,Black,Black,Black,
OP132-WH-TAG,350.5,24,37,5,32.75,26.75,35.75,216.5,,White,White,White,
OP132-NB-TAG,350.5,24,37,5,32.75,26.75,35.75,216.5,,Blue,Blue,Navy Blue,
OP133-WW-TAG,350.5,25,46,5,32.75,26.75,35.75,173,,Brown,Brown,Weathered Wood,
OP133-BK-TAG,350.5,25,46,5,32.75,26.75,35.75,173,,Black,Black,Black,
OP133-GY-TAG,350.5,25,46,5,32.75,26.75,35.75,173,,Gray,Gray,Gray,
OP133-WH-TAG,350.5,25,46,5,32.75,26.75,35.75,173,,White,White,White,
OP133-DB-TAG,350.5,25,46,5,32.75,26.75,35.75,173,,Brown,Brown,Dark Brown,
OP133-NB-TAG,350.5,25,46,5,32.75,26.75,35.75,173,,Blue,Blue,Navy Blue,
OP133-TQ-TAG,350.5,25,46,5,32.75,26.75,35.75,173,,Blue,Blue,Turquoise,
OP2019-WH-TAG,350.5,24,37,5,32.75,26.75,35.75,169,,White,White,White,
OP2019-WW-TAG,350.5,24,37,5,32.75,26.75,35.75,169,,Brown,Brown,Weathered Wood,
OP2019-NB-TAG,350.5,24,37,5,32.75,26.75,35.75,169,,Blue,Blue,Navy Blue,
OP2019-DB-TAG,350.5,24,37,5,32.75,26.75,35.75,169,,Brown,Brown,Dark Brown,
OP2019-GY-TAG,350.5,24,37,5,32.75,26.75,35.75,169,,Gray,Gray,Gray,
OP2019-TQ-TAG,350.5,24,37,5,32.75,26.75,35.75,169,,Blue,Blue,Turquoise,
OP2019-BK-TAG,350.5,24,37,5,32.75,26.75,35.75,169,,Black,Black,Black,
OP2020-WH-TAG,350.5,22,34,7,32.75,26.75,35.75,94,,White,White,White,
OP2020-WW-TAG,350.5,22,34,7,32.75,26.75,35.75,94,,Brown,Brown,Weathered Wood,
OP2020-GY-TAG,350.5,22,34,7,32.75,26.75,35.75,94,,Gray,Gray,Gray,
OP2020-TQ-TAG,350.5,22,34,7,32.75,26.75,35.75,94,,Blue,Blue,Turquoise,
OP2020-NB-TAG,299.25,22,34,7,32.75,26.75,35.75,94,,Blue,Blue,Navy Blue,
OP2020-DB-TAG,299.25,22,34,7,32.75,26.75,35.75,94,,Brown,Brown,Dark Brown,
OP2020-BK-TAG,299.25,22,34,7,32.75,26.75,35.75,94,,Black,Black,Black,
OP2022-WW-TAG,350,22,34,7,32.75,26.75,35.75,106,,Brown,Brown,Weathered Wood,
OP2022-WH-TAG,350,22,34,7,32.75,26.75,35.75,106,,White,White,White,
OP2022-BK-TAG,350,22,34,7,32.75,26.75,35.75,106,,Black,Black,Black,
OP2022-DB-TAG,350,22,34,7,32.75,26.75,35.75,106,,Brown,Brown,Dark Brown,
OP2022-GY-TAG,350,22,34,7,32.75,26.75,35.75,106,,Gray,Gray,Gray,
OP2022-TQ-TAG,350,22,34,7,32.75,26.75,35.75,106,,Blue,Blue,Turquoise,
OP2022-NB-TAG,350,22,34,7,32.75,26.75,35.75,106,,Blue,Blue,Navy Blue,
OP2024-DB-TAG,350.5,22,34,7,32.75,26.75,35.75,116,,Brown,Brown,Dark Brown,
OP2024-NB-TAG,350.5,22,34,7,32.75,26.75,35.75,116,,Blue,Blue,Navy Blue,
OP2024-WH-TAG,350.5,22,34,7,32.75,26.75,35.75,116,,White,White,White,
OP2024-WW-TAG,350.5,22,34,7,32.75,26.75,35.75,116,,Brown,Brown,Weathered Wood,
OP2024-BK-TAG,350.5,22,34,7,32.75,26.75,35.75,116,,Black,Black,Black,
OP2024-GY-TAG,350.5,22,34,7,32.75,26.75,35.75,116,,Gray,Gray,Gray,
OP2024-TQ-TAG,350.5,22,34,7,32.75,26.75,35.75,116,,Blue,Blue,Turquoise,
OP2025-WW-TAG,350.5,22,34,7,32.75,26.75,35.75,109,,Brown,Brown,Weathered Wood,
OP2025-WH-TAG,350.5,22,34,7,32.75,26.75,35.75,109,,White,White,White,
OP2025-BK-TAG,350.5,22,34,7,32.75,26.75,35.75,109,,Black,Black,Black,
OP2025-GY-TAG,350.5,22,34,7,32.75,26.75,35.75,109,,Gray,Gray,Gray,
OP2025-DB-TAG,350.5,22,34,7,32.75,26.75,35.75,109,,Brown,Brown,Dark Brown,
OP2025-TQ-TAG,350.5,22,34,7,32.75,26.75,35.75,109,,Blue,Blue,Turquoise,
OP2025-NB-TAG,350.5,22,34,7,32.75,26.75,35.75,109,,Blue,Blue,Navy Blue,
OP2026-DB-TAG,299.25,22,34,7,32.75,26.75,35.75,119,,Brown,Brown,Dark Brown,
OP2026-WW-TAG,299.25,22,34,7,32.75,26.75,35.75,119,,Brown,Brown,Weathered Wood,
OP2026-BK-TAG,299.25,22,34,7,32.75,26.75,35.75,119,,Black,Black,Black,
OP2026-GY-TAG,299.25,22,34,7,32.75,26.75,35.75,119,,Gray,Gray,Gray,
OP2026-TQ-TAG,299.25,22,34,7,32.75,26.75,35.75,119,,Blue,Blue,Turquoise,
OP2026-NB-TAG,299.25,22,34,7,32.75,26.75,35.75,119,,Blue,Blue,Navy Blue,
OP2026-WH-TAG,299.25,22,34,7,32.75,26.75,35.75,119,,White,White,White,
OP2027-BK-TAG,350.5,22,34,7,32.75,26.75,35.75,213,,Black,Black,Black,
OP2027-WH-TAG,350.5,22,34,7,32.75,26.75,35.75,213,,White,White,White,
OP2027-NB-TAG,350.5,22,34,7,32.75,26.75,35.75,213,,Blue,Blue,Navy Blue,
OP2027-GY-TAG,350.5,22,34,7,32.75,26.75,35.75,213,,Gray,Gray,Gray,
OP2027-DB-TAG,350.5,22,34,7,32.75,26.75,35.75,213,,Brown,Brown,Dark Brown,
OP2027-WW-TAG,350.5,22,34,7,32.75,26.75,35.75,213,,Brown,Brown,Weathered Wood,
OP2027-TQ-TAG,350.5,22,34,7,32.75,26.75,35.75,213,,Blue,Blue,Turquoise,
OP2028-WW-TAG,350.5,22,34,7,32.75,26.75,35.75,315,,Brown,Brown,Weathered Wood,
OP2028-NB-TAG,350.5,22,34,7,32.75,26.75,35.75,315,,Blue,Blue,Navy Blue,
OP2028-BK-TAG,350.5,22,34,7,32.75,26.75,35.75,315,,Black,Black,Black,
OP2028-DB-TAG,350.5,22,34,7,32.75,26.75,35.75,315,,Brown,Brown,Dark Brown,
OP2028-TQ-TAG,350.5,22,34,7,32.75,26.75,35.75,315,,Blue,Blue,Turquoise,
OP2028-GY-TAG,350.5,22,34,7,32.75,26.75,35.75,315,,Gray,Gray,Gray,
OP2028-WH-TAG,350.5,22,34,7,32.75,26.75,35.75,315,,White,White,White,
OP6023-BK-TAG,38,22,34,7,36.75,29.5,33,42,,Black,Black,Black,
OP6023-DB-TAG,38,22,34,7,36.75,29.5,33,42,,Brown,Brown,Dark Brown,
OP6023-TQ-TAG,38,22,34,7,36.75,29.5,33,42,,Blue,Blue,Turquoise,
OP6023-WW-TAG,38,22,34,7,36.75,29.5,33,42,,Brown,Brown,Weathered Wood,
OP6023-NB-TAG,38,22,34,7,36.75,29.5,33,42,,Blue,Blue,Navy Blue,
OP6023-GY-TAG,38,22,34,7,36.75,29.5,33,42,,Gray,Gray,Gray,
OP6023-WH-TAG,38,22,34,7,36.75,29.5,33,42,,White,White,White,
OP6023-2-TQ-TAG,76,22,34,7,36.75,39.5,33,84,,Blue,Blue,Turquoise,
OP6023-2-WW-TAG,76,22,34,7,36.75,39.5,33,84,,Brown,Brown,Weathered Wood,
OP6023-2-GY-TAG,76,22,34,7,36.75,39.5,33,84,,Gray,Gray,Gray,
OP6023-2-DB-TAG,76,22,34,7,36.75,39.5,33,84,,Brown,Brown,Dark Brown,
OP6023-2-WH-TAG,76,22,34,7,36.75,39.5,33,84,,White,White,White,
OP6023-2-NB-TAG,76,22,34,7,36.75,39.5,33,84,,Blue,Blue,Navy Blue,
OP6023-2-BK-TAG,76,22,34,7,36.75,39.5,33,84,,Black,Black,Black,
OP6023-4-GY-TAG,152,22,34,7,36.75,29.5,33,168,,Gray,Gray,Gray,
OP6023-4-TQ-TAG,152,22,34,7,36.75,29.5,33,168,,Blue,Blue,Turquoise,
OP6023-4-WW-TAG,152,22,34,7,36.75,29.5,33,168,,Brown,Brown,Weathered Wood,
OP6023-4-WH-TAG,152,22,34,7,36.75,29.5,33,168,,White,White,White,
OP6023-4-NB-TAG,152,22,34,7,36.75,29.5,33,168,,Blue,Blue,Navy Blue,
OP6023-4-BK-TAG,152,22,34,7,36.75,29.5,33,168,,Black,Black,Black,
OP6023-4-DB-TAG,152,22,34,7,36.75,29.5,33,168,,Brown,Brown,Dark Brown,
OP6023-8-GY-TAG,304,22,34,7,36.75,29.5,33,336,,Gray,Gray,Gray,
OP6023-8-BK-TAG,304,22,34,7,36.75,29.5,33,336,,Black,Black,Black,
OP6023-8-WH-TAG,304,22,34,7,36.75,29.5,33,336,,White,White,White,
OP6023-8-DB-TAG,304,22,34,7,36.75,29.5,33,336,,Brown,Brown,Dark Brown,
OP6023-8-TQ-TAG,304,22,34,7,36.75,29.5,33,336,,Blue,Blue,Turquoise,
OP6023-8-NB-TAG,304,22,34,7,36.75,29.5,33,336,,Blue,Blue,Navy Blue,
OP6023-8-WW-TAG,304,22,34,7,36.75,29.5,33,336,,Brown,Brown,Weathered Wood,
OP6024-WW-TAG,47,22,34,7,36.75,29.5,33,52,,Brown,Brown,Weathered Wood,
OP6024-TQ-TAG,47,22,34,7,36.75,29.5,33,52,,Blue,Blue,Turquoise,
OP6024-NB-TAG,47,22,34,7,36.75,29.5,33,52,,Blue,Blue,Navy Blue,
OP6024-BK-TAG,47,22,34,7,36.75,29.5,33,52,,Black,Black,Black,
OP6024-WH-TAG,47,22,34,7,36.75,29.5,33,52,,White,White,White,
OP6024-GY-TAG,47,22,34,7,36.75,29.5,33,52,,Gray,Gray,Gray,
OP6024-DB-TAG,47,22,34,7,36.75,29.5,33,52,,Brown,Brown,Dark Brown,
OP2013-BK-TAG,40.5,24,37,5,34.5,28.25,24.25,46,,Black,Black,Black,
OP2013-DB-TAG,40.5,24,37,5,34.5,28.25,24.25,46,,Brown,Brown,Dark Brown,
OP2013-GY-TAG,40.5,24,37,5,34.5,28.25,24.25,46,,Gray,Gray,Gray,
OP2013-NB-TAG,40.5,24,37,5,34.5,28.25,24.25,46,,Blue,Blue,Navy Blue,
OP2013-TQ-TAG,40.5,24,37,5,34.5,28.25,24.25,46,,Blue,Blue,Turquoise,
OP2013-WH-TAG,40.5,24,37,5,34.5,28.25,24.25,46,,White,White,White,
OP2013-WW-TAG,40.5,24,37,5,34.5,28.25,24.25,46,,Brown,Brown,Weathered Wood,
OP2015-BK-TAG,81,24,37,5,34.5,28.25,24.25,92,,Black,Black,Black,
OP2015-DB-TAG,81,24,37,5,34.5,28.25,24.25,92,,Brown,Brown,Dark Brown,
OP2015-GY-TAG,81,24,37,5,34.5,28.25,24.25,92,,Gray,Gray,Gray,
OP2015-NB-TAG,81,24,37,5,34.5,28.25,24.25,92,,Blue,Blue,Navy Blue,
OP2015-TQ-TAG,81,24,37,5,34.5,28.25,24.25,92,,Blue,Blue,Turquoise,
OP2015-WH-TAG,81,24,37,5,34.5,28.25,24.25,92,,White,White,White,
OP2015-WW-TAG,81,24,37,5,34.5,28.25,24.25,92,,Brown,Brown,Weathered Wood,
OP2016-BK-TAG,162,24,37,5,34.5,28.25,24.25,184,,Black,Black,Black,
OP2016-DB-TAG,162,24,37,5,34.5,28.25,24.25,184,,Brown,Brown,Dark Brown,
OP2016-GY-TAG,162,24,37,5,34.5,28.25,24.25,184,,Gray,Gray,Gray,
OP2016-NB-TAG,162,24,37,5,34.5,28.25,24.25,184,,Blue,Blue,Navy Blue,
OP2016-TQ-TAG,162,24,37,5,34.5,28.25,24.25,184,,Blue,Blue,Turquoise,
OP2016-WH-TAG,162,24,37,5,34.5,28.25,24.25,184,,White,White,White,
OP2016-WW-TAG,162,24,37,5,34.5,28.25,24.25,184,,Brown,Brown,Weathered Wood,
OP2017-BK-TAG,57,24,37,5,34.5,28.25,24.25,64,,Black,Black,Black,
OP2017-DB-TAG,57,24,37,5,34.5,28.25,24.25,64,,Brown,Brown,Dark Brown,
OP2017-GY-TAG,57,24,37,5,34.5,28.25,24.25,64,,Gray,Gray,Gray,
OP2017-NB-TAG,57,24,37,5,34.5,28.25,24.25,64,,Blue,Blue,Navy Blue,
OP2017-TQ-TAG,57,24,37,5,34.5,28.25,24.25,64,,Blue,Blue,Turquoise,
OP2017-WH-TAG,57,24,37,5,34.5,28.25,24.25,64,,White,White,White,
OP2017-WW-TAG,57,24,37,5,34.5,28.25,24.25,64,,Brown,Brown,Weathered Wood,
OP2021-BK-TAG,46.75,22,34,7,36.75,29.5,33,53,,Black,Black,Black,
OP2021-DB-TAG,46.75,22,34,7,36.75,29.5,33,53,,Brown,Brown,Dark Brown,
OP2021-GY-TAG,46.75,22,34,7,36.75,29.5,33,53,,Gray,Gray,Gray,
OP2021-NB-TAG,46.75,22,34,7,36.75,29.5,33,53,,Blue,Blue,Navy Blue,
OP2021-TQ-TAG,46.75,22,34,7,36.75,29.5,33,53,,Blue,Blue,Turquoise,
OP2021-WH-TAG,46.75,22,34,7,36.75,29.5,33,53,,White,White,White,
OP2021-WW-TAG,46.75,22,34,7,36.75,29.5,33,53,,Brown,Brown,Weathered Wood,
OP2023-BK-TAG,55.75,22,34,7,36.75,29.5,33,63,,Black,Black,Black,
OP2023-BK-TAG-DELETE,55.75,22,34,7,36.75,29.5,33,63,,Black,Black,Black-DELETE,
OP2023-DB-TAG,55.75,22,34,7,36.75,29.5,33,63,,Brown,Brown,Dark Brown,
OP2023-DB-TAG-DELETE,55.75,22,34,7,36.75,29.5,33,63,,Brown,Brown,Dark Brown-DELETE,
OP2023-GY-TAG,55.75,22,34,7,36.75,29.5,33,63,,Gray,Gray,Gray,
OP2023-GY-TAG-DELETE,55.75,22,34,7,36.75,29.5,33,63,,Gray,Gray,Gray-DELETE,
OP2023-NB-TAG,55.75,22,34,7,36.75,29.5,33,63,,Blue,Blue,Navy Blue,
OP2023-NB-TAG-DELETE,55.75,22,34,7,36.75,29.5,33,63,,Blue,Blue,Navy Blue-DELETE,
OP2023-TQ-TAG,55.75,22,34,7,36.75,29.5,33,63,,Blue,Blue,Turquoise,
OP2023-TQ-TAG-DELETE,55.75,22,34,7,36.75,29.5,33,63,,Blue,Blue,Turquoise-DELETE,
OP2023-WH-TAG,55.75,22,34,7,36.75,29.5,33,63,,White,White,White,
OP2023-WH-TAG-DELETE,55.75,22,34,7,36.75,29.5,33,63,,White,White,White-DELETE,
OP2023-WW-TAG,55.75,22,34,7,36.75,29.5,33,63,,Brown,Brown,Weathered Wood,
OP2023-WW-TAG-DELETE,55.75,22,34,7,36.75,29.5,33,63,,Brown,Brown,Weathered Wood-DELETE,
OP3025-NB-TAG,246.5,34.5,28.25,24.25,34.5,28.25,24.25,279,,Blue,Blue,Navy Blue,
OP3025-WH-TAG,246.5,34.5,28.25,24.25,34.5,28.25,24.25,279,,White,White,White,
OP3025-DB-TAG,246.5,34.5,28.25,24.25,34.5,28.25,24.25,279,,Brown,Brown,Dark Brown,
OP3025-TQ-TAG,246.5,34.5,28.25,24.25,34.5,28.25,24.25,279,,Blue,Blue,Turquoise,
OP3025-GY-TAG,246.5,34.5,28.25,24.25,34.5,28.25,24.25,279,,Gray,Gray,Gray,
OP3025-GY-TAG-DELETE,246.5,34.5,28.25,24.25,34.5,28.25,24.25,279,,Gray,Gray,Gray-DELETE,
OP3025-BK-TAG,246.5,34.5,28.25,24.25,34.5,28.25,24.25,279,,Black,Black,Black,
OP3026-WW-TAG,238,34.5,28.25,24.25,34.5,28.25,24.25,268,,Brown,Brown,Weathered Wood,
OP3026-BK-TAG,238,34.5,28.25,24.25,34.5,28.25,24.25,268,,Black,Black,Black,
OP3026-WH-TAG,238,34.5,28.25,24.25,34.5,28.25,24.25,268,,White,White,White,
OP3026-DB-TAG,238,34.5,28.25,24.25,34.5,28.25,24.25,268,,Brown,Brown,Dark Brown,
OP3026-GY-TAG,238,34.5,28.25,24.25,34.5,28.25,24.25,268,,Gray,Gray,Gray,
OP3026-GY-TAG-DELETE,238,34.5,28.25,24.25,34.5,28.25,24.25,268,,Gray,Gray,Gray-DELETE,
OP3026-NB-TAG,238,34.5,28.25,24.25,34.5,28.25,24.25,268,,Blue,Blue,Navy Blue,
OP3027-WH-TAG,317.5,34.5,28.25,24.25,34.5,28.25,24.25,358,,White,White,White,
OP3027-BK-TAG,317.5,34.5,28.25,24.25,34.5,28.25,24.25,358,,Black,Black,Black,
OP3027-NB-TAG,317.5,34.5,28.25,24.25,34.5,28.25,24.25,358,,Blue,Blue,Navy Blue,
OP3027-DB-TAG,317.5,34.5,28.25,24.25,34.5,28.25,24.25,358,,Brown,Brown,Dark Brown,
OP3027-WW-TAG,317.5,34.5,28.25,24.25,34.5,28.25,24.25,358,,Brown,Brown,Weathered Wood,
OP3027-GY-TAG,317.5,34.5,28.25,24.25,34.5,28.25,24.25,358,,Gray,Gray,Gray,
OP3027-TQ-TAG,317.5,34.5,28.25,24.25,34.5,28.25,24.25,358,,Blue,Blue,Turquoise,
OP3028-NB-TAG,359.5,34.5,28.25,24.25,34.5,28.25,24.25,405,,Blue,Blue,Navy Blue,
OP3028-TQ-TAG,359.5,34.5,28.25,24.25,34.5,28.25,24.25,405,,Blue,Blue,Turquoise,
OP3028-DB-TAG,359.5,34.5,28.25,24.25,34.5,28.25,24.25,405,,Brown,Brown,Dark Brown,
OP3028-WW-TAG,359.5,34.5,28.25,24.25,34.5,28.25,24.25,405,,Brown,Brown,Weathered Wood,
OP3028-WW-TAG-DELETE,359.5,34.5,28.25,24.25,34.5,28.25,24.25,405,,Brown,Brown,Weathered Wood-DELETE,
OP3028-GY-TAG,359.5,34.5,28.25,24.25,34.5,28.25,24.25,405,,Gray,Gray,Gray,
OP3028-BK-TAG,359.5,34.5,28.25,24.25,34.5,28.25,24.25,405,,Black,Black,Black,
OP8021-WW-TAG,34,24,37,4,17,35,22,37,,Brown,Brown,Weathered Wood,
OP8021-BK-TAG,34,24,37,4,17,35,22,37,,Black,Black,Black,
OP8021-TQ-TAG,34,24,37,4,17,35,22,37,,Blue,Blue,Turquoise,
OP8021-DB-TAG,34,24,37,4,17,35,22,37,,Brown,Brown,Dark Brown,
OP8021-WH-TAG,34,24,37,4,17,35,22,37,,White,White,White,
OP8021-NB-TAG,34,24,37,4,17,35,22,37,,Blue,Blue,Navy Blue,
OP8021-GY-TAG,34,24,37,4,17,35,22,37,,Gray,Gray,Gray,
OP2014-DB-TAG,61,24,46,5,34.5,51,51,68,,Brown,Brown,Dark Brown,
OP2014-TQ-TAG,61,24,46,5,34.5,51,51,68,,Blue,Blue,Turquoise,
OP2014-WH-TAG,61,24,46,5,34.5,51,51,68,,White,White,White,
OP2014-WW-TAG,61,24,46,5,34.5,51,51,68,,Brown,Brown,Weathered Wood,
OP2014-BK-TAG,61,24,46,5,34.5,51,51,68,,Black,Black,Black,
OP2014-GY-TAG,61,24,46,5,34.5,51,51,68,,Gray,Gray,Gray,
OP2014-NB-TAG,61,24,46,5,34.5,51,51,68,,Blue,Blue,Navy Blue,
OP2018-WW-TAG,97,24,37,5,34.5,28.25,28.25,110,,Brown,Brown,Weathered Wood,
OP2018-BK-TAG,97,24,37,5,34.5,28.25,28.25,110,,Black,Black,Black,
OP2018-NB-TAG,97,24,37,5,34.5,28.25,28.25,110,,Blue,Blue,Navy Blue,
OP2018-DB-TAG,97,24,37,5,34.5,28.25,28.25,110,,Brown,Brown,Dark Brown,
OP2018-TQ-TAG,97,24,37,5,34.5,28.25,28.25,110,,Blue,Blue,Turquoise,
OP2018-WH-TAG,97,24,37,5,34.5,28.25,28.25,110,,White,White,White,
OP2018-GY-TAG,97,24,37,5,34.5,28.25,28.25,110,,Gray,Gray,Gray,
ID403-29-BK-CE-TAG,21.5,20,31,17,,19.4,24,25,,Off-white,,Velvet Cream,"29"" - 1pc"
ID403-29-BK-GY-TAG,21.5,20,31,17,,19.4,24,25,,Gray,,Velvet Gray,"29"" - 1pc"
ID403-29-BK-NB-TAG,21.5,20,31,17,,19.4,24,25,,Blue,,Velvet Navy Blue,"29"" - 1pc"
ID403-29-BK-TP-TAG,21.5,20,31,17,,19.4,24,25,,Brown,,Velvet Taupe,"29"" - 1pc"
ID403-29-BK-CE-2-TAG,21.5,30,23,21,,19.4,24,47,,Off-white,,Velvet Cream,"29"" - Set of 2"
ID403-29-BK-GY-2-TAG,21.5,30,23,21,,19.4,24,47,,Gray,,Velvet Gray,"29"" - Set of 2"
ID403-29-BK-NB-2-TAG,21.5,30,23,21,,19.4,24,47,,Blue,,Velvet Navy Blue,"29"" - Set of 2"
ID403-29-BK-TP-2-TAG,21.5,30,23,21,,19.4,24,47,,Brown,,Velvet Taupe,"29"" - Set of 2"
ID401-29-CR-LE-TAG,11,6,28.5,17,,14,18.5,14,,Red,,Black,"29"" - 1pc"
ID401-29-CR-BG-TAG,11,5.7,28.5,17,,14,18.5,14,,Red,,Beige,"29"" - 1pc"
ID401-29-CR-GY-TAG,11,5.7,28.5,17,,14,18.5,14,,Red,,Gray,"29"" - 1pc"
ID401-29-CR-NB-TAG,11,5.7,28.5,17,,14,18.5,14,,Red,,Navy Blue,"29"" - 1pc"
ID401-29-CR-LE-2-TAG,11,6,28.5,24.8,,14,18.5,28,,Red,,Black,"29"" - Set of 2"
ID401-29-CR-BG-2-TAG,11,5.7,28.5,17,,14,18.5,28,,Red,,Beige,"29"" - Set of 2"
ID401-29-CR-GY-2-TAG,11,5.7,28.5,17,,14,18.5,28,,Red,,Gray,"29"" - Set of 2"
ID401-29-CR-NB-2-TAG,11,5.7,28.5,17,,14,18.5,28,,Red,,Navy Blue,"29"" - Set of 2"
ID401-29-AG-LE-TAG,11,6,28.5,17,,14,18.5,14,,Gray,,Black,"29"" - 1pc"
ID401-29-AG-BG-TAG,11,5.7,28.5,17,,14,18.5,14,,Gray,,Beige,"29"" - 1pc"
ID401-29-AG-GY-TAG,11,5.7,28.5,17,,14,18.5,14,,Gray,,Gray,"29"" - 1pc"
ID401-29-AG-NB-TAG,11,5.7,28.5,17,,14,18.5,14,,Gray,,Navy Blue,"29"" - 1pc"
ID401-29-AG-LE-2-TAG,11,6,28.5,24.8,,14,18.5,28,,Gray,,Black,"29"" - Set of 2"
ID401-29-AG-BG-2-TAG,11,5.7,28.5,17,,14,18.5,28,,Gray,,Beige,"29"" - Set of 2"
ID401-29-AG-GY-2-TAG,11,5.7,28.5,17,,14,18.5,28,,Gray,,Gray,"29"" - Set of 2"
ID401-29-AG-NB-2-TAG,11,5.7,28.5,17,,14,18.5,28,,Gray,,Navy Blue,"29"" - Set of 2"
ID403-24-AG-CE-TAG,19.3,24,22,21,,19.4,24,25,,Off-white,,Velvet Cream,"24"" - 1pc"
ID403-24-AG-NB-TAG,19.3,24,22,21,,19.4,24,25,,Blue,,Velvet Navy Blue,"24"" - 1pc"
ID403-24-AG-GY-TAG,19.3,24,22,21,,19.4,24,25,,Gray,,Velvet Gray,"24"" - 1pc"
ID403-24-AG-TP-TAG,19.3,24,22,21,,19.4,24,25,,Brown,,Velvet Taupe,"24"" - 1pc"
ID403-24-AG-CE-2-TAG,19.3,22,30,21,,19.4,24,44,,Off-white,,Velvet Cream,"24"" - Set of 2"
ID403-24-AG-NB-2-TAG,19.3,22,30,21,,19.4,24,44,,Blue,,Velvet Navy Blue,"24"" - Set of 2"
ID403-24-AG-GY-2-TAG,19.3,22,30,21,,19.4,24,44,,Gray,,Velvet Gray,"24"" - Set of 2"
ID403-24-AG-TP-2-TAG,19.3,22,30,21,,19.4,24,44,,Brown,,Velvet Taupe,"24"" - Set of 2"
ID401-29-BK-BG-TAG,11,5.7,28.5,17,,14,18.5,14,,Black,,Beige,"29"" - 1pc"
ID401-29-BK-LE-TAG,11,6,28.5,17,,14,18.5,14,,Black,,Black,"29"" - 1pc"
ID401-29-BK-GY-TAG,11,5.7,28.5,17,,14,18.5,14,,Black,,Gray,"29"" - 1pc"
ID401-29-BK-NB-TAG,11,5.7,28.5,17,,14,18.5,14,,Black,,Navy Blue,"29"" - 1pc"
ID401-29-BK-BG-2-TAG,11,5.7,28.5,24.8,,14,18.5,28,,Black,,Beige,"29"" - Set of 2"
ID401-29-BK-LE-2-TAG,11,6,28.5,24.8,,14,18.5,28,,Black,,Black,"29"" - Set of 2"
ID401-29-BK-GY-2-TAG,11,5.7,28.5,24.8,,14,18.5,28,,Black,,Gray,"29"" - Set of 2"
ID401-29-BK-NB-2-TAG,11,5.7,28.5,24.8,,14,18.5,28,,Black,,Navy Blue,"29"" - Set of 2"
ID401-29-AW-LE-TAG,11,6,28.5,17,29,14,18.5,14,,White,,Black,"29"" - 1pc"
ID401-29-AW-BG-TAG,11,5.7,28.5,17,29,14,18.5,14,,White,,Beige,"29"" - 1pc"
ID401-29-AW-GY-TAG,11,5.7,28.5,17,29,14,18.5,14,,White,,Gray,"29"" - 1pc"
ID401-29-AW-NB-TAG,11,5.7,28.5,17,29,14,18.5,14,,White,,Navy Blue,"29"" - 1pc"
ID401-29-AW-LE-2-TAG,11,6,28.5,24.8,29,14,18.5,28,,White,,Black,"29"" - Set of 2"
ID401-29-AW-BG-2-TAG,11,5.7,28.5,17,29,14,18.5,28,,White,,Beige,"29"" - Set of 2"
ID401-29-AW-GY-2-TAG,11,5.7,28.5,17,29,14,18.5,28,,White,,Gray,"29"" - Set of 2"
ID401-29-AW-NB-2-TAG,11,5.7,28.5,17,29,14,18.5,28,,White,,Navy Blue,"29"" - Set of 2"
2001-BK-8-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Black,Black,Black,8pcs
2001-GY-8-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Gray,Gray,Gray,8pcs
2001-SD-8-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Beige,Beige,Sand,8pcs
2001-PB-8-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Blue,Blue,Pacific Blue,8pcs
2001-WW-8-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Beige,Beige,Weathered Wood,8pcs
2001-RD-8-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Red,Red,Red,8pcs
2001-LM-8-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,green,green,Lime,8pcs
2001-TK-8-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Beige,beige,Teak,8pcs
2001-WH-8-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,White,White,White,8pcs
2001-DG-8-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,green,green,Dark Green,8pcs
2001-DB-8-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Brown,Brown,Dark Brown,8pcs
2001-OR-8-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Orange,Orange,Orange,8pcs
2001-NB-8-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Blue,Blue,Navy Blue,8pcs
2001-TQ-8-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,green,green,Turquoise,8pcs
2001010-4-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Black,Black,Black,4pcs
2001301-4-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Gray,Gray,Gray,4pcs
2001012-4-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Beige,Beige,Sand,4pcs
