sku,fields.weight.value,fields.package_height,fields.package_width,fields.package_length,fields.height.value,fields.width.value,fields.length.value,fields.package_weight,fields.abn_size,fields.target_color,fields.target_sku,fields.frame_color,fields.color,fields.size
OP2023-WH-TAG,55.75,22.0,34.0,7.0,36.75,29.5,33.0,63.0,,White,WWT210036,White,White,
OP2023-WW-TAG,55.75,22.0,34.0,7.0,36.75,29.5,33.0,63.0,,Brown,WWT210037,Brown,Weathered Wood,
OP3025-NB-TAG,246.5,34.5,28.25,24.25,34.5,28.25,24.25,279.0,,Blue,WWT209358,Blue,Navy Blue,
OP3025-WH-TAG,246.5,34.5,28.25,24.25,34.5,28.25,24.25,279.0,,White,WWT209362,White,White,
OP3025-DB-TAG,246.5,34.5,28.25,24.25,34.5,28.25,24.25,279.0,,Brown,WWT209355,Brown,Dark Brown,
OP3025-TQ-TAG,246.5,34.5,28.25,24.25,34.5,28.25,24.25,279.0,,Blue,WWT209361,Blue,Turquoise,
OP3025-GY-TAG,246.5,34.5,28.25,24.25,34.5,28.25,24.25,279.0,,Gray,WWT209357,Gray,Gray,
OP3025-BK-TAG,246.5,34.5,28.25,24.25,34.5,28.25,24.25,279.0,,Black,WWT209354,Black,Black,
OP3026-WW-TAG,238.0,34.5,28.25,24.25,34.5,28.25,24.25,268.0,,Brown,WWT209373,Brown,Weathered Wood,
OP3026-BK-TAG,238.0,34.5,28.25,24.25,34.5,28.25,24.25,268.0,,Black,WWT209364,Black,Black,
OP3026-WH-TAG,238.0,34.5,28.25,24.25,34.5,28.25,24.25,268.0,,White,WWT209372,White,White,
OP3026-DB-TAG,238.0,34.5,28.25,24.25,34.5,28.25,24.25,268.0,,Brown,WWT209365,Brown,Dark Brown,
OP3026-GY-TAG,238.0,34.5,28.25,24.25,34.5,28.25,24.25,268.0,,Gray,WWT209367,Gray,Gray,
OP3026-NB-TAG,238.0,34.5,28.25,24.25,34.5,28.25,24.25,268.0,,Blue,WWT209368,Blue,Navy Blue,
OP3027-WH-TAG,317.5,34.5,28.25,24.25,34.5,28.25,24.25,358.0,,White,WWT209382,White,White,
OP3027-BK-TAG,317.5,34.5,28.25,24.25,34.5,28.25,24.25,358.0,,Black,WWT209374,Black,Black,
OP3027-NB-TAG,317.5,34.5,28.25,24.25,34.5,28.25,24.25,358.0,,Blue,WWT209378,Blue,Navy Blue,
OP3027-DB-TAG,317.5,34.5,28.25,24.25,34.5,28.25,24.25,358.0,,Brown,WWT209375,Brown,Dark Brown,
OP3027-WW-TAG,317.5,34.5,28.25,24.25,34.5,28.25,24.25,358.0,,Brown,WWT209383,Brown,Weathered Wood,
OP3027-GY-TAG,317.5,34.5,28.25,24.25,34.5,28.25,24.25,358.0,,Gray,WWT209377,Gray,Gray,
OP3027-TQ-TAG,317.5,34.5,28.25,24.25,34.5,28.25,24.25,358.0,,Blue,WWT209381,Blue,Turquoise,
OP3028-NB-TAG,359.5,34.5,28.25,24.25,34.5,28.25,24.25,405.0,,Blue,WWT209388,Blue,Navy Blue,
OP3028-TQ-TAG,359.5,34.5,28.25,24.25,34.5,28.25,24.25,405.0,,Blue,WWT209391,Blue,Turquoise,
OP3028-DB-TAG,359.5,34.5,28.25,24.25,34.5,28.25,24.25,405.0,,Brown,WWT209385,Brown,Dark Brown,
OP3028-WW-TAG,359.5,34.5,28.25,24.25,34.5,28.25,24.25,405.0,,Brown,WWT209393,Brown,Weathered Wood,
OP3028-GY-TAG,359.5,34.5,28.25,24.25,34.5,28.25,24.25,405.0,,Gray,WWT209387,Gray,Gray,
OP3028-BK-TAG,359.5,34.5,28.25,24.25,34.5,28.25,24.25,405.0,,Black,WWT209384,Black,Black,
OP8021-WW-TAG,34.0,24.0,37.0,4.0,17.0,35.0,22.0,37.0,,Brown,WWT209241,Brown,Weathered Wood,
OP8021-BK-TAG,34.0,24.0,37.0,4.0,17.0,35.0,22.0,37.0,,Black,WWT209228,Black,Black,
OP8021-TQ-TAG,34.0,24.0,37.0,4.0,17.0,35.0,22.0,37.0,,Blue,WWT209239,Blue,Turquoise,
OP8021-DB-TAG,34.0,24.0,37.0,4.0,17.0,35.0,22.0,37.0,,Brown,WWT209229,Brown,Dark Brown,
OP8021-WH-TAG,34.0,24.0,37.0,4.0,17.0,35.0,22.0,37.0,,White,WWT209240,White,White,
OP8021-NB-TAG,34.0,24.0,37.0,4.0,17.0,35.0,22.0,37.0,,Blue,WWT209233,Blue,Navy Blue,
OP8021-GY-TAG,34.0,24.0,37.0,4.0,17.0,35.0,22.0,37.0,,Gray,WWT209231,Gray,Gray,
OP2014-DB-TAG,61.0,24.0,46.0,5.0,34.5,51.0,51.0,68.0,,Brown,WWT209243,Brown,Dark Brown,
OP2014-TQ-TAG,61.0,24.0,46.0,5.0,34.5,51.0,51.0,68.0,,Blue,WWT209253,Blue,Turquoise,
OP2014-WH-TAG,61.0,24.0,46.0,5.0,34.5,51.0,51.0,68.0,,White,WWT209254,White,White,
OP2014-WW-TAG,61.0,24.0,46.0,5.0,34.5,51.0,51.0,68.0,,Brown,WWT209255,Brown,Weathered Wood,
OP2014-BK-TAG,61.0,24.0,46.0,5.0,34.5,51.0,51.0,68.0,,Black,WWT209242,Black,Black,
OP2014-GY-TAG,61.0,24.0,46.0,5.0,34.5,51.0,51.0,68.0,,Gray,WWT209245,Gray,Gray,
OP2014-NB-TAG,61.0,24.0,46.0,5.0,34.5,51.0,51.0,68.0,,Blue,WWT209247,Blue,Navy Blue,
OP2018-WW-TAG,97.0,24.0,37.0,5.0,34.5,28.25,28.25,110.0,,Brown,WWT209311,Brown,Weathered Wood,
OP2018-BK-TAG,97.0,24.0,37.0,5.0,34.5,28.25,28.25,110.0,,Black,WWT209298,Black,Black,
OP2018-NB-TAG,97.0,24.0,37.0,5.0,34.5,28.25,28.25,110.0,,Blue,WWT209303,Blue,Navy Blue,
OP2018-DB-TAG,97.0,24.0,37.0,5.0,34.5,28.25,28.25,110.0,,Brown,WWT209299,Brown,Dark Brown,
OP2018-TQ-TAG,97.0,24.0,37.0,5.0,34.5,28.25,28.25,110.0,,Blue,WWT209309,Blue,Turquoise,
OP2018-WH-TAG,97.0,24.0,37.0,5.0,34.5,28.25,28.25,110.0,,White,WWT209310,White,White,
OP2018-GY-TAG,97.0,24.0,37.0,5.0,34.5,28.25,28.25,110.0,,Gray,WWT209301,Gray,Gray,
ID403-29-BK-CE-TAG,21.5,20.0,31.0,17.0,,19.4,24.0,25.0,,Off-white,WWT01858,,Velvet Cream,"29"" - 1pc"
ID403-29-BK-GY-TAG,21.5,20.0,31.0,17.0,,19.4,24.0,25.0,,Gray,WWT01860,,Velvet Gray,"29"" - 1pc"
ID403-29-BK-NB-TAG,21.5,20.0,31.0,17.0,,19.4,24.0,25.0,,Blue,WWT01861,,Velvet Navy Blue,"29"" - 1pc"
ID403-29-BK-TP-TAG,21.5,20.0,31.0,17.0,,19.4,24.0,25.0,,Brown,WWT01867,,Velvet Taupe,"29"" - 1pc"
ID403-29-BK-CE-2-TAG,21.5,30.0,23.0,21.0,,19.4,24.0,47.0,,Off-white,WWT01869,,Velvet Cream,"29"" - Set of 2"
ID403-29-BK-GY-2-TAG,21.5,30.0,23.0,21.0,,19.4,24.0,47.0,,Gray,WWT01871,,Velvet Gray,"29"" - Set of 2"
ID403-29-BK-NB-2-TAG,21.5,30.0,23.0,21.0,,19.4,24.0,47.0,,Blue,WWT01872,,Velvet Navy Blue,"29"" - Set of 2"
ID403-29-BK-TP-2-TAG,21.5,30.0,23.0,21.0,,19.4,24.0,47.0,,Brown,WWT01878,,Velvet Taupe,"29"" - Set of 2"
ID401-29-CR-LE-TAG,11.0,6.0,28.5,17.0,,14.0,18.5,14.0,,Red,WWT00554,,Black,"29"" - 1pc"
ID401-29-CR-BG-TAG,11.0,5.7,28.5,17.0,,14.0,18.5,14.0,,Red,WWT00552,,Beige,"29"" - 1pc"
ID401-29-CR-GY-TAG,11.0,5.7,28.5,17.0,,14.0,18.5,14.0,,Red,WWT00553,,Gray,"29"" - 1pc"
ID401-29-CR-NB-TAG,11.0,5.7,28.5,17.0,,14.0,18.5,14.0,,Red,WWT00555,,Navy Blue,"29"" - 1pc"
ID401-29-CR-LE-2-TAG,11.0,6.0,28.5,24.8,,14.0,18.5,28.0,,Red,WWT00562,,Black,"29"" - Set of 2"
ID401-29-CR-BG-2-TAG,11.0,5.7,28.5,17.0,,14.0,18.5,28.0,,Red,WWT00560,,Beige,"29"" - Set of 2"
ID401-29-CR-GY-2-TAG,11.0,5.7,28.5,17.0,,14.0,18.5,28.0,,Red,WWT00561,,Gray,"29"" - Set of 2"
ID401-29-CR-NB-2-TAG,11.0,5.7,28.5,17.0,,14.0,18.5,28.0,,Red,WWT00563,,Navy Blue,"29"" - Set of 2"
ID401-29-AG-LE-TAG,11.0,6.0,28.5,17.0,,14.0,18.5,14.0,,Gray,WWT00522,,Black,"29"" - 1pc"
ID401-29-AG-BG-TAG,11.0,5.7,28.5,17.0,,14.0,18.5,14.0,,Gray,WWT00520,,Beige,"29"" - 1pc"
ID401-29-AG-GY-TAG,11.0,5.7,28.5,17.0,,14.0,18.5,14.0,,Gray,WWT00521,,Gray,"29"" - 1pc"
ID401-29-AG-NB-TAG,11.0,5.7,28.5,17.0,,14.0,18.5,14.0,,Gray,WWT00523,,Navy Blue,"29"" - 1pc"
ID401-29-AG-LE-2-TAG,11.0,6.0,28.5,24.8,,14.0,18.5,28.0,,Gray,WWT00530,,Black,"29"" - Set of 2"
ID401-29-AG-BG-2-TAG,11.0,5.7,28.5,17.0,,14.0,18.5,28.0,,Gray,WWT00528,,Beige,"29"" - Set of 2"
ID401-29-AG-GY-2-TAG,11.0,5.7,28.5,17.0,,14.0,18.5,28.0,,Gray,WWT00529,,Gray,"29"" - Set of 2"
ID401-29-AG-NB-2-TAG,11.0,5.7,28.5,17.0,,14.0,18.5,28.0,,Gray,WWT00531,,Navy Blue,"29"" - Set of 2"
ID403-24-AG-CE-TAG,19.3,24.0,22.0,21.0,,19.4,24.0,25.0,,Off-white,WWT01880,,Velvet Cream,"24"" - 1pc"
ID403-24-AG-NB-TAG,19.3,24.0,22.0,21.0,,19.4,24.0,25.0,,Blue,WWT01883,,Velvet Navy Blue,"24"" - 1pc"
ID403-24-AG-GY-TAG,19.3,24.0,22.0,21.0,,19.4,24.0,25.0,,Gray,WWT01882,,Velvet Gray,"24"" - 1pc"
ID403-24-AG-TP-TAG,19.3,24.0,22.0,21.0,,19.4,24.0,25.0,,Brown,WWT01889,,Velvet Taupe,"24"" - 1pc"
ID403-24-AG-CE-2-TAG,19.3,22.0,30.0,21.0,,19.4,24.0,44.0,,Off-white,WWT01891,,Velvet Cream,"24"" - Set of 2"
ID403-24-AG-NB-2-TAG,19.3,22.0,30.0,21.0,,19.4,24.0,44.0,,Blue,WWT01894,,Velvet Navy Blue,"24"" - Set of 2"
ID403-24-AG-GY-2-TAG,19.3,22.0,30.0,21.0,,19.4,24.0,44.0,,Gray,WWT01893,,Velvet Gray,"24"" - Set of 2"
ID403-24-AG-TP-2-TAG,19.3,22.0,30.0,21.0,,19.4,24.0,44.0,,Brown,WWT01900,,Velvet Taupe,"24"" - Set of 2"
ID401-29-BK-BG-TAG,11.0,5.7,28.5,17.0,,14.0,18.5,14.0,,Black,WWT00504,,Beige,"29"" - 1pc"
ID401-29-BK-LE-TAG,11.0,6.0,28.5,17.0,,14.0,18.5,14.0,,Black,WWT00506,,Black,"29"" - 1pc"
ID401-29-BK-GY-TAG,11.0,5.7,28.5,17.0,,14.0,18.5,14.0,,Black,WWT00505,,Gray,"29"" - 1pc"
ID401-29-BK-NB-TAG,11.0,5.7,28.5,17.0,,14.0,18.5,14.0,,Black,WWT00507,,Navy Blue,"29"" - 1pc"
ID401-29-BK-BG-2-TAG,11.0,5.7,28.5,24.8,,14.0,18.5,28.0,,Black,WWT00512,,Beige,"29"" - Set of 2"
ID401-29-BK-LE-2-TAG,11.0,6.0,28.5,24.8,,14.0,18.5,28.0,,Black,WWT00514,,Black,"29"" - Set of 2"
ID401-29-BK-GY-2-TAG,11.0,5.7,28.5,24.8,,14.0,18.5,28.0,,Black,WWT00513,,Gray,"29"" - Set of 2"
ID401-29-BK-NB-2-TAG,11.0,5.7,28.5,24.8,,14.0,18.5,28.0,,Black,WWT00515,,Navy Blue,"29"" - Set of 2"
ID401-29-AW-LE-TAG,11.0,6.0,28.5,17.0,29.0,14.0,18.5,14.0,,White,WWT00538,,Black,"29"" - 1pc"
ID401-29-AW-BG-TAG,11.0,5.7,28.5,17.0,29.0,14.0,18.5,14.0,,White,WWT00536,,Beige,"29"" - 1pc"
ID401-29-AW-GY-TAG,11.0,5.7,28.5,17.0,29.0,14.0,18.5,14.0,,White,WWT00537,,Gray,"29"" - 1pc"
ID401-29-AW-NB-TAG,11.0,5.7,28.5,17.0,29.0,14.0,18.5,14.0,,White,WWT00539,,Navy Blue,"29"" - 1pc"
ID401-29-AW-LE-2-TAG,11.0,6.0,28.5,24.8,29.0,14.0,18.5,28.0,,White,WWT00546,,Black,"29"" - Set of 2"
ID401-29-AW-BG-2-TAG,11.0,5.7,28.5,17.0,29.0,14.0,18.5,28.0,,White,WWT00544,,Beige,"29"" - Set of 2"
ID401-29-AW-GY-2-TAG,11.0,5.7,28.5,17.0,29.0,14.0,18.5,28.0,,White,WWT00545,,Gray,"29"" - Set of 2"
ID401-29-AW-NB-2-TAG,11.0,5.7,28.5,17.0,29.0,14.0,18.5,28.0,,White,WWT00547,,Navy Blue,"29"" - Set of 2"
2001-BK-8-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Black,WWT02705,Black,Black,8pcs
2001-GY-8-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Gray,WWT02709,Gray,Gray,8pcs
2001-SD-8-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT02716,Beige,Sand,8pcs
2001-PB-8-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Blue,WWT02714,Blue,Pacific Blue,8pcs
2001-WW-8-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT02720,Beige,Weathered Wood,8pcs
2001-RD-8-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Red,WWT02715,Red,Red,8pcs
2001-LM-8-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT02710,green,Lime,8pcs
2001-TK-8-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT02717,beige,Teak,8pcs
2001-WH-8-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,White,WWT02719,White,White,8pcs
2001-DG-8-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT02708,green,Dark Green,8pcs
2001-DB-8-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Brown,WWT02707,Brown,Dark Brown,8pcs
2001-OR-8-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Orange,WWT02713,Orange,Orange,8pcs
2001-NB-8-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Blue,WWT02712,Blue,Navy Blue,8pcs
2001-TQ-8-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT02718,green,Turquoise,8pcs
2001010-4-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Black,WWT00045,Black,Black,4pcs
2001301-4-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Gray,WWT00046,Gray,Gray,4pcs
2001012-4-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT01085,Beige,Sand,4pcs
2001081-4-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Blue,WWT00052,Blue,Pacific Blue,4pcs
2001262-4-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT00055,Beige,Weathered Wood,4pcs
2001031-4-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Red,WWT00053,Red,Red,4pcs
2001131-4-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00049,green,Lime,4pcs
2001013-4-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT01086,Beige,Teak,4pcs
2001011-4-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,White,WWT00056,White,White,4pcs
2001029-4-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00047,green,Dark Green,4pcs
2001311-4-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Brown,WWT00048,Brown,Dark Brown,4pcs
2001006-4-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Orange,WWT00051,Orange,Orange,4pcs
2001112-4-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Blue,WWT00050,Blue,Navy Blue,4pcs
2001071-4-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00054,green,Turquoise,4pcs
2001010-2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Black,WWT00033,Black,Black,2pcs
2001301-2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Gray,WWT00036,Gray,Gray,2pcs
2001012-2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT01081,Beige,Sand,2pcs
2001081-2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Blue,WWT00040,Blue,Pacific Blue,2pcs
2001262-2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT00044,Beige,Weathered Wood,2pcs
2001031-2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Red,WWT00041,Red,Red,2pcs
2001131-2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Green,WWT00037,Green,Lime,2pcs
2001013-2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT01082,beige,Teak,2pcs
2001011-2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,White,WWT00043,White,White,2pcs
2001029-2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00035,Green,Dark Green,2pcs
2001311-2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,brown,WWT00034,Brown,Dark Brown,2pcs
2001006-2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Orange,WWT00039,Orange,Orange,2pcs
2001112-2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,blue,WWT00038,Blue,Navy Blue,2pcs
2001071-2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00042,Green,Turquoise,2pcs
OP6002-TQ-8-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,green,WWT02774,green,Turquoise,8pcs
OP6002-BK-8-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Black,WWT02761,Black,Black,8pcs
OP6002-DB-8-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Brown,WWT02763,Brown,Dark Brown,8pcs
OP6002-NB-8-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Blue,WWT02768,Blue,Navy Blue,8pcs
OP6002-RD-8-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Red,WWT02771,Red,Red,8pcs
OP6002-OR-8-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Orange,WWT02769,Orange,Orange,8pcs
OP6002-GY-8-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Gray,WWT02765,Gray,Gray,8pcs
OP6002-SD-8-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Beige,WWT02772,Beige,Sand,8pcs
OP6002-WH-8-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,White,WWT02775,White,White,8pcs
OP6002-WW-8-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Beige,WWT02776,Beige,Weathered Wood,8pcs
OP6002-LM-8-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,green,WWT02766,green,Lime,8pcs
OP6002-PB-4-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Blue,WWT01130,Blue,Pacific Blue,4pcs
OP6002-TQ-4-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,green,WWT01134,green,Turquoise,4pcs
OP6002-BK-4-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Black,WWT01121,Black,Black,4pcs
OP6002-DB-4-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Brown,WWT01123,Brown,Dark Brown,4pcs
OP6002-NB-4-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Blue,WWT01128,Blue,Navy Blue,4pcs
OP6002-RD-4-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Red,WWT01131,Red,Red,4pcs
OP6002-OR-4-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Orange,WWT01129,Orange,Orange,4pcs
OP6002-GY-4-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Gray,WWT01125,Gray,Gray,4pcs
OP6002-SD-4-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Beige,WWT01132,Beige,Sand,4pcs
OP6002-WH-4-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,White,WWT01135,White,White,4pcs
OP6002-WW-4-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Beige,WWT01136,Beige,Weathered Wood,4pcs
OP6002-LM-4-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,green,WWT01126,green,Lime,4pcs
OP6002-TK-4-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Beige,WWT01133,beige,Teak,4pcs
OP6002-DG-4-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,green,WWT01124,green,Dark Green,4pcs
OP6002-PB-2-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Blue,WWT01114,Blue,Pacific Blue,2pcs
OP6002-TQ-2-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,green,WWT01118,green,Turquoise,2pcs
OP6002-BK-2-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Black,WWT01105,Black,Black,2pcs
OP6002-DB-2-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,brown,WWT01107,brown,Dark Brown,2pcs
OP6002-NB-2-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,blue,WWT01112,blue,Navy Blue,2pcs
OP6002-RD-2-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Red,WWT01115,Red,Red,2pcs
OP6002-OR-2-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Orange,WWT01113,Orange,Orange,2pcs
OP6002-GY-2-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Gray,WWT01109,Gray,Gray,2pcs
OP6002-SD-2-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Beige,WWT01116,Beige,Sand,2pcs
OP6002-WH-2-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,White,WWT01119,White,White,2pcs
OP6002-WW-2-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,Beige,WWT01120,Beige,Weathered Wood,2pcs
OP6002-LM-2-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,green,WWT01110,green,Lime,2pcs
OP6002-TK-2-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,blue,WWT01117,beige,Teak,2pcs
OP6002-DG-2-TAG,39.2,21.0,35.0,6.5,35.6,30.0,32.0,44.0,,green,WWT01108,green,Dark Green,2pcs
ID404-24-AG-BG-3-TAG,58.8,23.0,27.0,20.5,39.0,23.6,20.0,17.0,,Beige,WWT01963,,Beige,"24"" - Set of 3"
ID404-24-AG-BR-3-TAG,58.8,23.0,27.0,20.5,39.0,23.6,20.0,17.0,,Brown,WWT01964,,Brown,"24"" - Set of 3"
ID404-24-AG-LGY-3-TAG,58.8,23.0,27.0,20.5,,23.6,20.0,17.0,,Gray,WWT01966,,Light Gray,"24"" - Set of 3"
ID404-24-AG-GY-3-TAG,58.8,23.0,27.0,20.5,39.0,23.6,20.0,17.0,,Gray,WWT01965,,Gray,"24"" - Set of 3"
ID404-24-AG-TE-3-TAG,58.8,23.0,27.0,20.5,39.0,23.6,20.0,17.0,,Blue,WWT01967,,Tea,"24"" - Set of 3"
ID404-24-AG-BG-2-TAG,39.2,23.0,27.0,20.5,39.0,23.6,20.0,46.0,,Beige,WWT01958,,Beige,"24"" - Set of 2"
ID404-24-AG-BR-2-TAG,39.2,23.0,27.0,20.5,39.0,23.6,20.0,46.0,,Brown,WWT01959,,Brown,"24"" - Set of 2"
ID404-24-AG-LGY-2-TAG,39.2,23.0,27.0,20.5,39.0,23.6,20.0,46.0,,Gray,WWT01961,,Light Gray,"24"" - Set of 2"
ID404-24-AG-GY-2-TAG,39.2,23.0,27.0,20.5,39.0,23.6,20.0,46.0,,Gray,WWT01960,,Gray,"24"" - Set of 2"
ID404-24-AG-TE-2-TAG,39.2,23.0,27.0,20.5,39.0,23.6,20.0,46.0,,Blue,WWT01962,,Tea,"24"" - Set of 2"
ID404-29-AG-BG-3-TAG,61.8,23.0,29.0,23.0,43.0,23.6,20.0,21.0,,Beige,WWT01978,,Beige,"29"" - Set of 3"
ID404-29-AG-BR-3-TAG,61.8,23.0,29.0,23.0,43.0,23.6,20.0,21.0,,Brown,WWT01979,,Brown,"29"" - Set of 3"
ID404-29-AG-LGY-3-TAG,61.8,23.0,29.0,23.0,43.0,23.6,20.0,21.0,,Gray,WWT01981,,Light Gray,"29"" - Set of 3"
ID404-29-AG-GY-3-TAG,61.8,23.0,29.0,23.0,43.0,23.6,20.0,21.0,,Gray,WWT01980,,Gray,"29"" - Set of 3"
ID404-29-AG-TE-3-TAG,61.8,23.0,29.0,23.0,43.0,23.6,20.0,21.0,,Blue,WWT01982,,Tea,"29"" - Set of 3"
ID404-29-AG-BG-2-TAG,41.2,23.0,29.0,23.0,43.0,23.6,20.0,21.0,,Beige,WWT01973,,Beige,"29"" - Set of 2"
ID404-29-AG-BR-2-TAG,41.2,23.0,29.0,23.0,43.0,23.6,20.0,21.0,,Brown,WWT01974,,Brown,"29"" - Set of 2"
ID404-29-AG-LGY-2-TAG,41.2,23.0,29.0,23.0,,23.6,20.0,21.0,,Gray,WWT01976,,Light Gray,"29"" - Set of 2"
ID404-29-AG-GY-2-TAG,41.2,23.0,29.0,23.0,43.0,23.6,20.0,21.0,,Gray,WWT01975,,Gray,"29"" - Set of 2"
ID404-29-AG-TE-2-TAG,41.2,23.0,29.0,23.0,43.0,23.6,20.0,21.0,,Blue,WWT01977,,Tea,"29"" - Set of 2"
ID405-24-BK-BG-2-TAG,15.8,39.4,13.0,18.3,39.0,23.4,17.5,39.0,,Beige,WWT02048,,Beige,"24"" - Set of 2"
